ra,dec,RAdeg_OC,DECdeg_OC,freqc,w50,snr,flux,rms,distance,HImass,code
186.60208,25.88944,186.61583,25.88889,1388.20941,56,5.2,0.47,2.67,103.5,9.07,5
186.83734,26.31864,186.83467,26.32062,1323.68827,45,6.7,0.53,2.78,341.4,10.16,3
186.85658,26.34067,186.83467,26.32062,1337.4517,131,15.4,1.37,3.27,287.6,10.4,3
186.87666,26.57167,186.89375,26.58056,1375.10964,68,5,0.9,2.35,149.6,9.68,1
186.89833,26.53056,186.89792,26.53972,1390.74124,114,8.8,0.86,1.64,96,9.15,1
186.9675,26.99778,186.95999,26.99306,1387.43114,450,80.6,35.87,2.47,107.2,10.99,1
186.9873,26.798,,,1357.28812,103,18.3,0.83,1.39,213.3,9.93,4
187.1129,26.79611,187.10208,26.78361,1390.46442,300,6.1,1.58,2.51,97,9.61,1
187.18506,26.11053,187.2015,26.08153,1396.62528,122,11.1,0.58,1.11,76.4,8.9,3
187.229,25.8201,,,1364.4292,112,22.2,1.82,2.18,187.4,10.16,4
187.229,25.8201,187.27648,25.8163,1412.7996,118,18,1.41,2.08,24,8.28,3
187.229,26.19364,187.18145,26.16542,1332.11112,111,5.4,0.23,1.34,308.2,9.83,3
187.41959,26.23722,187.41084,26.23056,1388.91896,110,5.3,0.89,3.69,102.2,9.3,1
187.53662,25.86154,187.52936,25.86102,1364.45975,143,18.7,1.56,1.66,187.3,10.09,3
187.55624,26.44,187.54749,26.43278,1391.19529,104,11.2,1.34,2.33,94.5,8.99,1
187.58057,26.19364,187.57341,26.15373,1364.73441,118,5.9,0.29,2,186.3,9.37,3
187.58057,26.98621,187.57499,27.02156,1397.90702,96,16.9,1.01,2.21,72.2,9.09,3
187.73584,26.51222,187.73334,26.51111,1416.03022,22,22.2,0.87,1.77,13.7,7.5,1
187.84874,25.90694,187.84541,25.91389,1388.213935,82,5.4,0.43,1.95,103.4,9.04,5
187.84958,26.79472,187.85333,26.79611,1388.281823,215,6.6,0.86,1.97,103.2,9.33,5
187.91016,26.54753,187.95254,26.57401,1361.19437,102,7.4,0.28,1.81,199.1,9.4,3
187.93213,25.86154,187.91559,25.84787,1347.46146,87,11.8,0.54,2,249.6,9.87,3
187.95332,25.98806,187.94833,25.98806,1391.109,173,6.2,1.94,1.83,94.8,9.5,1
188.01543,26.15472,188.01501,26.14861,1380.12899,50,8.3,0.28,2.25,132.2,9.05,1
188.10791,27.06996,188.13222,27.09094,1317.12699,92,8.6,0.84,3.47,367.7,10.4,3
188.1958,25.94448,188.23303,25.95858,1331.5618,69,9.3,0.35,1.66,310.4,9.87,3
188.1958,25.94448,188.23303,25.95858,1347.64457,75,8.2,0.42,1.54,248.9,9.77,3
188.26375,26.14028,188.26584,26.13972,1380.01725,147,8.1,0.43,1.29,132.6,9.24,1
188.28625,27.09306,188.28708,27.09444,1374.58178,487,32.3,7.63,3.64,151.4,10.61,1
188.32764,25.8201,188.30125 ,25.85159 ,1363.69681,75,5.9,0.29,2.08,190,9.59,3
188.36375,26.76694,188.375,26.77944,1388.376877,126,6.3,0.7,2.2,102.9,9.24,5
188.38792,26.73,188.37083,26.73778,1389.963032,91,4.9,0.5,2.39,97.9,9.05,5
188.43167,26.61389,188.42625,26.61722,1387.377197,166,7.1,0.86,2.09,106,9.36,5
188.59666,26.87417,188.60957,26.88445,1389.15894,86,5.4,0.25,2.58,101.4,9,1
188.63525,26.485,188.65829,26.47296,1361.34696,74,9.6,0.73,1.74,198.5,9.81,3
188.6792,25.94448,188.70848,25.92391,1347.85819,104,6.8,0.2,1.65,248.1,9.46,3
188.80249,26.53028,188.80208,26.53333,1391.18166,252,10,1.71,3.89,94.6,9.55,1
188.87209,26.08926,188.83518,26.0945,1318.23325,72,8.1,1.18,4.72,363.3,10.53,3
188.89626,25.84972,188.89375,25.84945,1414.02848,104,41.2,8.42,2.49,20.1,8.53,1
188.91624,26.28528,188.92207,26.28583,1391.26796,300,15.2,2.96,2.41,94.3,9.78,1
188.92917,26.22056,188.92332,26.22222,1390.6777,215,6.6,1.15,2.1,96.3,9.5,1
188.94287,27.06996,188.96964,27.07424,1317.00492,121,11.3,1.19,3.23,368.2,10.55,3
188.98459,26.96472,188.99333,26.96556,1386.288688,240,6.1,0.86,2.04,109.4,9.39,5
188.98682,25.8201,188.95875,25.79482,1392.23075,81,13.5,0.84,2.75,91,9.2,3
188.98682,26.56838,188.98688,26.58847,1333.57596,81,7.4,0.25,1.59,302.6,9.73,3
188.98682,26.90252,,,1333.02665,85,6.2,0.31,1.72,304.7,9.83,4
189.00879,26.42251,,,1398.33426,102,12.7,0.65,2.8,70.8,8.87,4
189.03076,25.8201,,,1364.06302,109,12.8,0.96,2.13,188.7,9.89,4
189.05273,26.25601,189.05614,26.25217,1336.81083,164,8.7,1.9,1.97,290.1,10.58,3
189.07471,27.06996,189.08819,27.03335,1316.9744,133,10.5,1.05,3.08,368.3,10.49,3
189.08292,25.99278,189.08751,25.98694,1414.62935,281,447.1,118.5,2.8,18.1,9.5,1
189.09668,26.88161,,,1397.81547,73,8.2,0.32,1.07,72.5,8.6,4
189.10583,26.93056,189.09418,26.93667,1387.490211,67,6.2,0.51,2.24,105.6,9.13,5
189.42166,27.1225,189.42125,27.12917,1398.65205,134,6.4,1.02,3.9,69.7,9.06,1
189.42625,26.70167,189.42125,26.7075,1391.22708,294,7.9,1.28,2.62,94.4,9.6,1
189.42627,25.8201,189.4318,25.8003,1364.09354,79,6.3,0.39,2.51,188.6,9.49,3
189.66797,26.92344,189.6528,26.91778,1398.12064,108,19.9,1.02,1.4,71.5,9.08,3
189.73332,26.29861,189.75542,26.30361,1384.463292,67,4.4,0.31,1.9,115.2,8.99,5
189.73389,25.8201,,,1411.48734,109,9.2,0.46,2.36,28.1,8.26,4
189.75586,27.04902,,,1317.40165,103,9.3,0.7,2.19,366.6,10.66,4
189.90967,26.90252,189.93588,26.90885,1333.57596,94,5.2,0.27,2.2,302.6,9.74,3
189.95361,26.73533,189.95524,26.72874,1317.4932,104,17.7,1.53,1.93,366.2,10.65,3
189.99756,26.65183,189.96598,26.64937,1333.66752,138,13.9,0.9,1.96,302.2,10.26,3
190.00667,26.31861,190.00708,26.32195,1418.27361,18,21,0.77,2.2,6.7,6.7,1
190.00708,26.67472,190,26.68222,1398.25736,117,8.7,0.56,1.12,71,8.95,1
190.0415,26.69357,190.00046,26.68767,1398.30375,124,15.2,0.84,1.29,70.9,8.99,3
190.0675,26.33,0,0,1378.37305,118,6.9,0.73,2.17,134.6,9.49,5
190.07584,26.47695,190.07001,26.47361,1389.840542,136,6.8,0.63,1.77,98.2,9.16,5
190.14583,25.87167,190.13792,25.86444,1357.26575,145,9.5,1.55,3.87,213.4,10.44,1
190.15251,27.07639,190.15376,27.07889,1390.026554,95,5.8,0.5,1.97,97.6,9.05,5
190.1575,26.51917,190.16042,26.52611,1389.84764,287,32.7,3.85,1.98,99,9.93,1
190.19958,25.94472,190.20334,25.94444,1414.19743,34,6.1,0.45,1.99,19.5,7.6,1
190.28416,26.81444,190.27667,26.8225,1397.9225,133,12,1.5,1.75,72.1,9.26,1
190.30959,26.73694,190.30875,26.73528,1398.19771,183,23.1,3.48,1.22,71.2,9.61,1
190.35458,26.38528,190.35875,26.38583,1387.567071,52,4.8,0.27,1.69,105.4,8.85,5
190.37109,26.71445,190.35136,26.71236,1398.27323,170,24.1,1.2,1.47,71,9.15,3
190.39307,26.23522,190.41276 ,26.19009 ,1342.94486,161,23.3,2.09,2.36,266.6,10.52,3
190.40166,26.07528,190.40584,26.07222,1398.46844,410,52.7,10.22,2.31,70.3,10.1,1
190.5249,26.65183,190.55555,26.63492,1333.27079,165,12.5,1.21,1.17,303.7,10.39,3
190.54688,26.6727,190.55555,26.63492,1349.53666,155,11.1,0.87,1.11,241.9,10.06,3
190.92041,26.56838,190.94045,26.5859,1333.24027,140,20,1.2,1.58,303.9,10.39,3
191.05225,26.6101,191.04369,26.60934,1333.39286,103,12.2,0.75,1.79,303.3,10.18,3
191.17625,26.4175,191.17207,26.41972,1399.20775,115,5.8,0.8,1.99,67.9,8.99,1
191.31667,26.16944,191.31375,26.16306,1386.266123,143,6.4,0.69,2.03,109.5,9.29,5
191.32136,26.57023,191.34427,26.52321,1373.9202,65,11.8,1.1,2.44,153.7,9.77,3
191.32167,26.07861,191.315,26.08417,1341.442976,103,6.2,0.7,2.47,256.1,10.03,5
191.33789,27.00714,191.35804,26.98867,1366.07718,96,12.1,0.93,1.84,181.5,9.84,3
191.35986,26.94436,191.33825,26.9418,1333.78959,93,12.6,1.04,2,301.7,10.32,3
191.36624,26.12583,191.37042,26.14,1341.666982,205,6.6,1.03,2.41,255.4,10.2,5
191.38184,27.09091,,,1415.21049,112,19.4,1.9,2.78,16.3,8.08,4
191.40042,26.13917,191.40833,26.14056,1342.144829,189,6.3,0.88,2.26,253.7,10.13,5
191.46973,27.09091,,,1394.51957,115,5.4,0.43,2.74,83.4,9.36,4
191.51367,27.00714,191.51467,26.99718,1333.85062,102,7.1,1.2,3.15,301.5,10.38,3
191.53564,26.19364,191.53634,26.20415,1359.36332,111,10.5,1.36,2.23,205.7,10.11,3
191.54126,26.25472,191.545,26.25,1411.56933,54,15.1,0.79,1.82,27.9,8.16,1
191.55762,26.21443,191.53634,26.20415,1343.28055,167,23.4,1.47,1.26,265.4,10.54,3
191.60156,26.29761,191.61002,26.28834,1407.7642,85,13.1,0.81,2,40.1,8.48,3
191.66748,26.65183,191.65957,26.6498,1333.637,116,7.4,0.56,1.62,302.3,10.05,3
191.68945,26.92344,,,1398.57841,119,13.8,1.49,1.4,69.9,9.23,4
191.72749,26.56556,191.73082,26.56417,1416.42089,65,12.8,0.82,1.58,12.5,7.12,1
191.7334,27.00714,191.75686,26.991,1333.91166,107,17.3,1.27,1.78,301.3,10.4,3
191.75537,26.56838,191.73087,26.56427,1416.43119,70,15.6,0.78,1.43,12.5,7.45,3
191.79875,26.71,191.79875,26.71334,1389.14082,410,35.7,6.02,3.6,101.4,10,1
191.79932,26.65183,191.80714,26.67647,1333.8201,141,7,0.27,1.79,301.6,9.73,3
192.14001,26.11028,192.13792,26.11417,1390.77301,221,9.1,1.34,3.14,95.9,9.45,1
192.15088,26.98621,192.17728,26.99862,1366.26029,119,19,1.36,1.76,180.9,10,3
192.17625,26.41611,192.17543,26.41722,1388.52069,310,11.1,2.12,3.94,103.5,9.79,1
192.19167,26.75444,192.19499,26.74861,1358.92352,114,6.3,0.84,1.69,207.3,9.91,1
192.21042,26.65805,192.22168,26.65944,1359.425069,168,4.7,0.66,2.4,196.1,9.78,5
192.32666,26.90252,192.31765,26.88984,1333.88114,126,6.3,0.41,1.73,301.4,9.91,3
192.38376,25.995,192.38626,25.98917,1371.67914,370,19.2,3.64,2.54,161.6,10.7,1
192.58458,26.74333,192.58417,26.74972,1387.693682,121,7.5,0.78,2.1,106.2,9.32,5
192.79292,26.79333,192.79333,26.79444,1358.65922,260,8.3,2,2.01,208.3,10.2,1
192.88583,26.77472,192.88875,26.76972,1358.56392,180,5.3,0.2,2.16,208.6,9.31,1
192.89795,26.90252,,,1413.5015,132,6.4,0.29,1.45,21.7,7.92,4
192.92667,27.02944,192.93709,27.01833,1390.79835,237,4.7,0.67,2.07,95.1,9.15,5
192.93251,26.10528,192.93459,26.11056,1414.52134,37,31.4,1.67,2.07,18.5,8.12,1
192.94189,25.94448,,,1331.5618,85,8.8,0.51,1.57,310.4,10.04,4
192.96001,25.78861,192.94041,25.77444,1414.81253,113,64.2,8.56,3.18,17.6,8.75,1
192.97794,26.07667,192.97667,26.06667,1358.27378,73,8.1,0.96,2.75,209.7,9.76,1
192.97917,26.11361,0,0,1384.238268,60,6.9,0.54,2.25,115.9,9.23,5
193.00876,25.8475,0,0,1414.47908,45,93.1,9.76,2.6,18.6,8.52,1
193.02042,26.19083,193.02292,26.19833,1384.28964,179,11.6,0.39,2.16,117.9,9.1,1
193.03835,26.08806,0,0,1384.373274,155,8.5,1.58,3.35,115.4,9.7,5
193.07373,26.73533,193.08168,26.76462,1332.47733,89,11.8,0.69,1.33,306.8,10.16,3
193.14709,26.74583,193.15083,26.74972,1384.04684,189,6.5,1.03,4.08,118.7,8.27,1
193.16162,26.19364,193.14009,26.19818,1358.78348,243,42,3.5,1.88,207.8,10.53,3
193.20557,25.8201,193.23613,25.83719,1347.64457,67,10.2,0.51,1.86,248.9,9.84,3
193.24951,25.94448,193.24035,25.95484,1331.47025,89,10.2,0.6,1.44,310.7,10.08,3
193.3374,26.7771,193.34159,26.77251,1332.4163,114,17.5,0.87,1.33,307.1,10.25,3
193.38135,26.27681,193.33172,26.27613,1418.3538,108,5.2,0.2,1.72,6.4,6.29,3
193.40332,27.00714,193.52249,27.14861,1418.5369,47,44.2,2.34,2.48,5.8,7.27,1
193.49121,26.92344,193.47586,26.96637,1380.87821,135,18.1,1.45,1.36,129.6,9.75,3
193.51318,25.94448,193.51376,25.91406,1331.50077,90,7.2,0.34,1.43,310.6,10.05,3
193.5315,26.38222,193.53394,26.39616,1407.12333,224,16.6,1.38,1.71,42.1,8.76,3
193.55713,26.31842,193.55473,26.342,1337.48221,176,10.9,1.18,2.71,287.5,10.48,3
193.62042,26.3025,193.62125,26.30361,1417.43858,56,23,1.16,2.22,9.3,7.37,1
193.62305,26.25601,193.61817,26.30094,1417.43827,58,13.9,0.57,1.26,9.3,7.06,3
193.8208,25.8201,193.80994,25.82426,1347.64457,93,14.7,0.78,1.88,248.9,10.03,3
193.84277,26.6727,,,1362.04886,114,6,0.23,1.38,196,9.74,4
193.85292,26.86278,193.85126,26.86111,1392.8915,76,23.6,1.53,2.15,88.8,9.45,1
193.85916,26.41861,193.85834,26.41556,1358.90619,74,6.5,0.63,2.3,207.4,9.78,1
193.86475,26.98621,193.87536,27.00887,1413.19633,143,17.1,1.07,1.87,22.7,8.11,3
194.01855,27.00714,193.99043,27.01828,1332.50785,117,27.2,2.27,2.17,306.7,10.67,3
194.08447,26.6101,194.04823 ,26.60013 ,1366.84012,135,10.7,0.32,2.36,178.8,9.37,3
194.12842,26.90252,,,1381.06132,100,8.7,0.63,1.75,129,9.63,4
194.19434,26.8398,,,1413.5015,101,5.9,0.34,1.21,21.7,7.57,4
194.19749,26.42361,194.19125,26.41944,1359.29198,18,5.6,0.28,2.62,205.9,9.66,1
194.20416,26.47611,194.2175,26.48722,1385.06355,56,7.1,0.31,3.27,115.2,9,1
194.38374,26.50833,194.37915,26.51167,1386.577586,114,5.6,0.53,1.98,108.4,9.17,5
194.39209,27.06996,194.42086,27.09289,1316.57767,99,11.1,1.34,3.41,369.9,10.6,2
194.47998,26.90252,194.46894,26.8924,1316.57767,112,8.8,0.49,2.38,369.9,10.17,3
194.52457,26.65833,194.53874,26.66389,1386.72208,127,4.6,0.51,2.21,104,9.11,5
194.62541,27.00139,194.62833,26.99472,1385.869097,114,5.1,0.56,2.29,104,9.15,5
194.63379,26.29761,194.66531,26.26781,1337.57377,179,9.5,0.77,2.29,287.1,10.14,3
194.66873,26.75722,194.66583,26.75917,1385.99158,182,6.5,0.9,2.72,112.1,9.43,1
194.67773,26.92344,194.68517,26.94766,1316.73026,82,8.9,0.76,2.02,369.3,10.36,3
194.78375,26.3875,194.78416,26.3775,1415.6915,47,5.9,0.26,1.32,14.8,7.12,1
194.7876,26.27681,194.76272,26.28386,1418.5369,102,6.9,0.22,1.48,5.8,6.2,3
194.93668,26.97556,194.95543,26.97445,1387.363637,228,5.1,0.7,2.02,104,9.25,5
194.96338,27.06996,194.94868,27.07318,1316.91337,95,7.5,0.82,4.03,368.6,10.39,3
194.98535,26.92344,194.98961,26.91238,1332.99613,72,8,0.45,2.44,304.8,9.97,3
